icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_arrival_time_utc,observed_arrival_hour_utc
896169,UAE81W,1772843890,1772866901,,LEBL,2026-03-07 07:01:41+00:00,2026-03-07 07:00:00+00:00
4d246f,WMT3LP,1772856169,1772866499,,LEBL,2026-03-07 06:54:59+00:00,2026-03-07 06:00:00+00:00
4d223f,RYR57TP,1772861958,1772866377,LIRF,LEBL,2026-03-07 06:52:57+00:00,2026-03-07 06:00:00+00:00
4d21f0,RYR79BB,1772861697,1772866217,LEZL,LEBL,2026-03-07 06:50:17+00:00,2026-03-07 06:00:00+00:00
a4dbef,DAL168,1772840319,1772865594,KJFK,LEBL,2026-03-07 06:39:54+00:00,2026-03-07 06:00:00+00:00
345215,AEA29KR,1772863732,1772865347,LEPA,LEBL,2026-03-07 06:35:47+00:00,2026-03-07 06:00:00+00:00
4ca645,RYR54NP,1772860746,1772864993,LIPE,LEBL,2026-03-07 06:29:53+00:00,2026-03-07 06:00:00+00:00
346184,VLG3905,1772862938,1772864740,LEPA,LEBL,2026-03-07 06:25:40+00:00,2026-03-07 06:00:00+00:00
020124,MAC377Q,1772859791,1772864575,GMTT,LEBL,2026-03-07 06:22:55+00:00,2026-03-07 06:00:00+00:00
aa9bbf,AVA018,1772831248,1772864326,SKGY,LEBL,2026-03-07 06:18:46+00:00,2026-03-07 06:00:00+00:00
781348,CCA839,1772835415,1772864098,,LEBL,2026-03-07 06:14:58+00:00,2026-03-07 06:00:00+00:00
781343,CCA845,1772835352,1772863823,,LEBL,2026-03-07 06:10:23+00:00,2026-03-07 06:00:00+00:00
aace5c,AAL112,1772832082,1772862928,KMIA,LEBL,2026-03-07 05:55:28+00:00,2026-03-07 05:00:00+00:00
3c542b,BCS3LR,1772854160,1772861383,EDDP,LEBL,2026-03-07 05:29:43+00:00,2026-03-07 05:00:00+00:00
781e49,CCA571,1772830791,1772859558,,LEBL,2026-03-07 04:59:18+00:00,2026-03-07 04:00:00+00:00
346605,LVL2602,1772813997,1772855918,SAEZ,LEBL,2026-03-07 03:58:38+00:00,2026-03-07 03:00:00+00:00
344697,VLG7575,1772832472,1772848244,GBYD,LEBL,2026-03-07 01:50:44+00:00,2026-03-07 01:00:00+00:00
4cac66,ABR420,1772843514,1772847563,LIMC,LEBL,2026-03-07 01:39:23+00:00,2026-03-07 01:00:00+00:00
344645,VLG3LU,1772844643,1772847191,,LEBL,2026-03-07 01:33:11+00:00,2026-03-07 01:00:00+00:00
3451d5,VLG30AH,1772843045,1772846884,LEMG,LEBL,2026-03-07 01:28:04+00:00,2026-03-07 01:00:00+00:00
4d2368,RYR1PH,1772833585,1772845024,ESSA,LEBL,2026-03-07 00:57:04+00:00,2026-03-07 00:00:00+00:00
345116,VLG9HK,1772839326,1772844315,LECO,LEBL,2026-03-07 00:45:15+00:00,2026-03-07 00:00:00+00:00
342582,VLG3DX,1772833769,1772844029,GCXO,LEBL,2026-03-07 00:40:29+00:00,2026-03-07 00:00:00+00:00
342592,VLG3YM,1772839455,1772843519,LEMG,LEBL,2026-03-07 00:31:59+00:00,2026-03-07 00:00:00+00:00
345212,VLG27QB,1772836253,1772842588,EGKK,LEBL,2026-03-07 00:16:28+00:00,2026-03-07 00:00:00+00:00
343194,VLG76LW,1772838500,1772842468,LEMR,LEBL,2026-03-07 00:14:28+00:00,2026-03-07 00:00:00+00:00
4d223b,RYR37ZB,1772840595,1772842095,LEPA,LEBL,2026-03-07 00:08:15+00:00,2026-03-07 00:00:00+00:00
3424d4,VLG9GJ,1772837932,1772841687,,LEBL,2026-03-07 00:01:27+00:00,2026-03-07 00:00:00+00:00
