icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_arrival_time_utc,observed_arrival_hour_utc
34608f,IBE04KK,1772886961,1772889885,LEAS,LEMD,2026-03-07 13:24:45+00:00,2026-03-07 13:00:00+00:00
3423c3,IBE06GT,1772883021,1772889858,LIRF,LEMD,2026-03-07 13:24:18+00:00,2026-03-07 13:00:00+00:00
495cd0,WFL862P,1772880954,1772889737,LKPR,LEMD,2026-03-07 13:22:17+00:00,2026-03-07 13:00:00+00:00
34324e,IBE04GV,1772886914,1772889703,LEVX,LEMD,2026-03-07 13:21:43+00:00,2026-03-07 13:00:00+00:00
345583,ANE25WM,1772887328,1772889628,,LEMD,2026-03-07 13:20:28+00:00,2026-03-07 13:00:00+00:00
3420cb,IBE05DE,1772883756,1772889509,LFPG,LEMD,2026-03-07 13:18:29+00:00,2026-03-07 13:00:00+00:00
344417,IBE05GG,1772882550,1772889417,EBMB,LEMD,2026-03-07 13:16:57+00:00,2026-03-07 13:00:00+00:00
344455,IBS18VV,1772880085,1772889317,EDDB,LEMD,2026-03-07 13:15:17+00:00,2026-03-07 13:00:00+00:00
347518,IBE0126,1772853665,1772889294,,LEMD,2026-03-07 13:14:54+00:00,2026-03-07 13:00:00+00:00
344218,ANE471Q,1772884835,1772889233,LFML,LEMD,2026-03-07 13:13:53+00:00,2026-03-07 13:00:00+00:00
34368c,ANE35AQ,1772886210,1772889209,LPPR,LEMD,2026-03-07 13:13:29+00:00,2026-03-07 13:00:00+00:00
347288,IBE06PL,1772883973,1772889088,LSGG,LEMD,2026-03-07 13:11:28+00:00,2026-03-07 13:00:00+00:00
3485d2,ANE31VM,1772886475,1772889070,LEMG,LEMD,2026-03-07 13:11:10+00:00,2026-03-07 13:00:00+00:00
3451da,ANE88MB,1772882830,1772888846,LIMF,LEMD,2026-03-07 13:07:26+00:00,2026-03-07 13:00:00+00:00
06a13a,QTR25U,1772873264,1772888724,,LEMD,2026-03-07 13:05:24+00:00,2026-03-07 13:00:00+00:00
347343,IBE0108,1772849046,1772888607,SAEZ,LEMD,2026-03-07 13:03:27+00:00,2026-03-07 13:00:00+00:00
344197,ANE83VN,1772883784,1772888545,,LEMD,2026-03-07 13:02:25+00:00,2026-03-07 13:00:00+00:00
495302,TAP1014,1772885257,1772888398,LPPT,LEMD,2026-03-07 12:59:58+00:00,2026-03-07 12:00:00+00:00
347386,IBE07PP,1772881517,1772888275,EGLL,LEMD,2026-03-07 12:57:55+00:00,2026-03-07 12:00:00+00:00
34520e,IBE03AB,1772850522,1772888173,KLAX,LEMD,2026-03-07 12:56:13+00:00,2026-03-07 12:00:00+00:00
48c22f,RYR753H,1772881066,1772888069,,LEMD,2026-03-07 12:54:29+00:00,2026-03-07 12:00:00+00:00
345109,IBE0132,1772861627,1772887955,,LEMD,2026-03-07 12:52:35+00:00,2026-03-07 12:00:00+00:00
346057,IBE0154,1772812453,1772887814,LEMD,LEMD,2026-03-07 12:50:14+00:00,2026-03-07 12:00:00+00:00
aaa32d,AVA010,1772856557,1772887739,SKGY,LEMD,2026-03-07 12:48:59+00:00,2026-03-07 12:00:00+00:00
347348,AEA23SK,1772880745,1772887732,EHAM,LEMD,2026-03-07 12:48:52+00:00,2026-03-07 12:00:00+00:00
34510a,IBE0222,1772844072,1772887641,MGGT,LEMD,2026-03-07 12:47:21+00:00,2026-03-07 12:00:00+00:00
34444b,IBE06YZ,1772880903,1772887556,LSZH,LEMD,2026-03-07 12:45:56+00:00,2026-03-07 12:00:00+00:00
4ca9c3,RYR6CD,1772883697,1772887494,,LEMD,2026-03-07 12:44:54+00:00,2026-03-07 12:00:00+00:00
346082,AEA85PZ,1772884398,1772887430,LPAR,LEMD,2026-03-07 12:43:50+00:00,2026-03-07 12:00:00+00:00
3475d5,IBE06BB,1772881255,1772887311,LIML,LEMD,2026-03-07 12:41:51+00:00,2026-03-07 12:00:00+00:00
346083,AEA21GN,1772884310,1772887289,LEMG,LEMD,2026-03-07 12:41:29+00:00,2026-03-07 12:00:00+00:00
34750b,AEA65UZ,1772884530,1772887199,,LEMD,2026-03-07 12:39:59+00:00,2026-03-07 12:00:00+00:00
344487,AEA6048,1772884031,1772887132,LEPA,LEMD,2026-03-07 12:38:52+00:00,2026-03-07 12:00:00+00:00
346398,IBB38HF,1772878632,1772887071,GCXO,LEMD,2026-03-07 12:37:51+00:00,2026-03-07 12:00:00+00:00
344341,AEA9161,1772879496,1772887012,,LEMD,2026-03-07 12:36:52+00:00,2026-03-07 12:00:00+00:00
4cad3e,RYR254R,1772875445,1772886974,LROP,LEMD,2026-03-07 12:36:14+00:00,2026-03-07 12:00:00+00:00
346114,EVE814,1772857368,1772886871,,LEMD,2026-03-07 12:34:31+00:00,2026-03-07 12:00:00+00:00
e80491,LAN706,1772793491,1772886775,KMIA,LEMD,2026-03-07 12:32:55+00:00,2026-03-07 12:00:00+00:00
346188,VLG9XD,1772880154,1772886702,,LEMD,2026-03-07 12:31:42+00:00,2026-03-07 12:00:00+00:00
344216,AEA37KG,1772883677,1772886626,LPPR,LEMD,2026-03-07 12:30:26+00:00,2026-03-07 12:00:00+00:00
348213,IBB80ME,1772879264,1772886557,,LEMD,2026-03-07 12:29:17+00:00,2026-03-07 12:00:00+00:00
710415,SVA227,1772874330,1772886556,,LEMD,2026-03-07 12:29:16+00:00,2026-03-07 12:00:00+00:00
010246,MSR753,1772870063,1772886448,,LEMD,2026-03-07 12:27:28+00:00,2026-03-07 12:00:00+00:00
34750a,AEA7234,1772883245,1772886399,LECO,LEMD,2026-03-07 12:26:39+00:00,2026-03-07 12:00:00+00:00
347309,AEA45TN,1772883339,1772886231,LEVX,LEMD,2026-03-07 12:23:51+00:00,2026-03-07 12:00:00+00:00
345353,AEA064,1772856698,1772886088,,LEMD,2026-03-07 12:21:28+00:00,2026-03-07 12:00:00+00:00
3444c4,IBE0344,1772858816,1772885985,KORD,LEMD,2026-03-07 12:19:45+00:00,2026-03-07 12:00:00+00:00
34750f,AEA27DR,1772883451,1772885905,LEAL,LEMD,2026-03-07 12:18:25+00:00,2026-03-07 12:00:00+00:00
4d2279,RYR5JE,1772881684,1772885847,,LEMD,2026-03-07 12:17:27+00:00,2026-03-07 12:00:00+00:00
348541,AEA81ZL,1772878521,1772885720,EDDF,LEMD,2026-03-07 12:15:20+00:00,2026-03-07 12:00:00+00:00
348412,AEA13DH,1772877561,1772885666,GCXO,LEMD,2026-03-07 12:14:26+00:00,2026-03-07 12:00:00+00:00
3c648b,DLH99F,1772878431,1772885609,EDDF,LEMD,2026-03-07 12:13:29+00:00,2026-03-07 12:00:00+00:00
aabbd0,AVA016,1772856067,1772885429,,LEMD,2026-03-07 12:10:29+00:00,2026-03-07 12:00:00+00:00
347307,AEA76UY,1772883309,1772885338,LEVC,LEMD,2026-03-07 12:08:58+00:00,2026-03-07 12:00:00+00:00
e80473,TAM8066,1772852595,1772885219,,LEMD,2026-03-07 12:06:59+00:00,2026-03-07 12:00:00+00:00
348441,AEA58SL,1772877101,1772885035,EDDM,LEMD,2026-03-07 12:03:55+00:00,2026-03-07 12:00:00+00:00
348085,AEA56TZ,1772878194,1772884979,EGKK,LEMD,2026-03-07 12:02:59+00:00,2026-03-07 12:00:00+00:00
34745a,AEA38BG,1772878626,1772884909,LSZH,LEMD,2026-03-07 12:01:49+00:00,2026-03-07 12:00:00+00:00
48c1a1,RYR62SU,1772881710,1772884769,LEPA,LEMD,2026-03-07 11:59:29+00:00,2026-03-07 11:00:00+00:00
3453c1,AEA83QZ,1772879148,1772884676,LFPO,LEMD,2026-03-07 11:57:56+00:00,2026-03-07 11:00:00+00:00
345251,AEA198,1772856990,1772884613,,LEMD,2026-03-07 11:56:53+00:00,2026-03-07 11:00:00+00:00
34840a,AEA32SQ,1772877796,1772884508,EBMB,LEMD,2026-03-07 11:55:08+00:00,2026-03-07 11:00:00+00:00
344498,IBS18HT,1772877060,1772884426,EIDW,LEMD,2026-03-07 11:53:46+00:00,2026-03-07 11:00:00+00:00
34538e,AEA1066,1772878550,1772884423,LIMC,LEMD,2026-03-07 11:53:43+00:00,2026-03-07 11:00:00+00:00
3482d6,AEA53EQ,1772881256,1772884228,LEBL,LEMD,2026-03-07 11:50:28+00:00,2026-03-07 11:00:00+00:00
34640e,IBE03TM,1772856001,1772884139,KMIA,LEMD,2026-03-07 11:48:59+00:00,2026-03-07 11:00:00+00:00
4bb075,THY9HD,1772871378,1772884108,LTFM,LEMD,2026-03-07 11:48:28+00:00,2026-03-07 11:00:00+00:00
3453cc,AEA26CT,1772877360,1772883945,LIRF,LEMD,2026-03-07 11:45:45+00:00,2026-03-07 11:00:00+00:00
01026f,MSC3103,1772856496,1772883806,,LEMD,2026-03-07 11:43:26+00:00,2026-03-07 11:00:00+00:00
4cadbd,RYR34WP,1772880167,1772883749,LPPR,LEMD,2026-03-07 11:42:29+00:00,2026-03-07 11:00:00+00:00
39ceaf,TVF75DA,1772877640,1772883683,LFPO,LEMD,2026-03-07 11:41:23+00:00,2026-03-07 11:00:00+00:00
347604,AEA056,1772852708,1772883560,,LEMD,2026-03-07 11:39:20+00:00,2026-03-07 11:00:00+00:00
4d2386,RYR96FL,1772874883,1772883437,,LEMD,2026-03-07 11:37:17+00:00,2026-03-07 11:00:00+00:00
343147,PUE302,1772847850,1772883389,,LEMD,2026-03-07 11:36:29+00:00,2026-03-07 11:00:00+00:00
347481,AEA49KZ,1772875981,1772883296,LIPZ,LEMD,2026-03-07 11:34:56+00:00,2026-03-07 11:00:00+00:00
3472c9,IBS16MJ,1772875578,1772883235,,LEMD,2026-03-07 11:33:55+00:00,2026-03-07 11:00:00+00:00
4cac86,RYR821G,1772875955,1772883113,,LEMD,2026-03-07 11:31:53+00:00,2026-03-07 11:00:00+00:00
34134d,IBE0646,1772876833,1772883026,LIML,LEMD,2026-03-07 11:30:26+00:00,2026-03-07 11:00:00+00:00
345299,AEA194,1772807778,1772882905,LEMD,LEMD,2026-03-07 11:28:25+00:00,2026-03-07 11:00:00+00:00
01015c,MSR2753,1772870233,1772882810,,LEMD,2026-03-07 11:26:50+00:00,2026-03-07 11:00:00+00:00
3465c5,WFL2502,1772853161,1772882664,,LEMD,2026-03-07 11:24:24+00:00,2026-03-07 11:00:00+00:00
4cac53,RYR40CC,1772873604,1772882518,LKPR,LEMD,2026-03-07 11:21:58+00:00,2026-03-07 11:00:00+00:00
347287,IBE07WK,1772875200,1772882420,EGLL,LEMD,2026-03-07 11:20:20+00:00,2026-03-07 11:00:00+00:00
4caf2b,RYR25VH,1772872736,1772882203,,LEMD,2026-03-07 11:16:43+00:00,2026-03-07 11:00:00+00:00
7811a5,CCA865,1772846730,1772882062,,LEMD,2026-03-07 11:14:22+00:00,2026-03-07 11:00:00+00:00
3462c9,AEA098,1772853363,1772881845,KMIA,LEMD,2026-03-07 11:10:45+00:00,2026-03-07 11:00:00+00:00
4867c0,KLM77G,1772874385,1772881768,EHAM,LEMD,2026-03-07 11:09:28+00:00,2026-03-07 11:00:00+00:00
ab5365,DAL108,1772853288,1772881604,KATL,LEMD,2026-03-07 11:06:44+00:00,2026-03-07 11:00:00+00:00
3472cc,IBE0570,1772875801,1772881338,LFPO,LEMD,2026-03-07 11:02:18+00:00,2026-03-07 11:00:00+00:00
4caa61,RYR49HF,1772873964,1772881221,EGSS,LEMD,2026-03-07 11:00:21+00:00,2026-03-07 11:00:00+00:00
343385,IBS1732,1772877962,1772880829,LEMG,LEMD,2026-03-07 10:53:49+00:00,2026-03-07 10:00:00+00:00
34659a,IBE0138,1772798614,1772880700,LEMD,LEMD,2026-03-07 10:51:40+00:00,2026-03-07 10:00:00+00:00
4ca7b3,RYR34VJ,1772874060,1772880560,LIRF,LEMD,2026-03-07 10:49:20+00:00,2026-03-07 10:00:00+00:00
0d0a9b,AMX001,1772844860,1772880287,MMMX,LEMD,2026-03-07 10:44:47+00:00,2026-03-07 10:00:00+00:00
344449,IBE0408,1772877344,1772880175,LEBL,LEMD,2026-03-07 10:42:55+00:00,2026-03-07 10:00:00+00:00
345352,AEA072,1772813239,1772879935,LEMD,LEMD,2026-03-07 10:38:55+00:00,2026-03-07 10:00:00+00:00
46b82b,AEE7LD,1772868890,1772879787,LGAV,LEMD,2026-03-07 10:36:27+00:00,2026-03-07 10:00:00+00:00
347306,AEA54UH,1772876558,1772879592,LEPA,LEMD,2026-03-07 10:33:12+00:00,2026-03-07 10:00:00+00:00
407536,BAW46EZ,1772872713,1772879481,EGLL,LEMD,2026-03-07 10:31:21+00:00,2026-03-07 10:00:00+00:00
02005a,RAM972C,1772875383,1772879396,,LEMD,2026-03-07 10:29:56+00:00,2026-03-07 10:00:00+00:00
01024e,MSC3109,1772863290,1772879308,,LEMD,2026-03-07 10:28:28+00:00,2026-03-07 10:00:00+00:00
44ce72,BEL5EN,1772872395,1772879180,EBMB,LEMD,2026-03-07 10:26:20+00:00,2026-03-07 10:00:00+00:00
4ca646,RYR50BB,1772872223,1772879068,EBMB,LEMD,2026-03-07 10:24:28+00:00,2026-03-07 10:00:00+00:00
344485,SWT966P,1772875486,1772878937,LEIB,LEMD,2026-03-07 10:22:17+00:00,2026-03-07 10:00:00+00:00
4ca6a4,RYR34UT,1772872417,1772878815,EBCI,LEMD,2026-03-07 10:20:15+00:00,2026-03-07 10:00:00+00:00
346181,AEA088,1772871781,1772878722,,LEMD,2026-03-07 10:18:42+00:00,2026-03-07 10:00:00+00:00
3991e8,AFR39PL,1772872713,1772878427,LFPG,LEMD,2026-03-07 10:13:47+00:00,2026-03-07 10:00:00+00:00
01025c,MSC3117,1772865258,1772878316,,LEMD,2026-03-07 10:11:56+00:00,2026-03-07 10:00:00+00:00
e494f1,AZU8754,1772843991,1772878186,SBKP,LEMD,2026-03-07 10:09:46+00:00,2026-03-07 10:00:00+00:00
4bc84c,PGT1099,1772865351,1772878076,LTFJ,LEMD,2026-03-07 10:07:56+00:00,2026-03-07 10:00:00+00:00
495145,TAP12LM,1772874961,1772877942,LPPT,LEMD,2026-03-07 10:05:42+00:00,2026-03-07 10:00:00+00:00
3484d3,IBE0264,1772850426,1772877837,,LEMD,2026-03-07 10:03:57+00:00,2026-03-07 10:00:00+00:00
347454,IBE04WK,1772874871,1772877688,LEBL,LEMD,2026-03-07 10:01:28+00:00,2026-03-07 10:00:00+00:00
4d224f,RYR52LA,1772869870,1772877561,EGCC,LEMD,2026-03-07 09:59:21+00:00,2026-03-07 09:00:00+00:00
3475c7,IBE0243,1772797529,1772877448,LEMD,LEMD,2026-03-07 09:57:28+00:00,2026-03-07 09:00:00+00:00
c06a7b,TSC384,1772853996,1772877381,CYUL,LEMD,2026-03-07 09:56:21+00:00,2026-03-07 09:00:00+00:00
345597,ANE48NC,1772872692,1772877299,LFRS,LEMD,2026-03-07 09:54:59+00:00,2026-03-07 09:00:00+00:00
4081bf,BAW4MJ,1772869973,1772877263,EGLL,LEMD,2026-03-07 09:54:23+00:00,2026-03-07 09:00:00+00:00
3c65cb,DLH99X,1772869440,1772877149,EDDM,LEMD,2026-03-07 09:52:29+00:00,2026-03-07 09:00:00+00:00
348084,AEA034,1772851671,1772877022,,LEMD,2026-03-07 09:50:22+00:00,2026-03-07 09:00:00+00:00
3434ce,GES401V,1772874107,1772876996,LEBL,LEMD,2026-03-07 09:49:56+00:00,2026-03-07 09:00:00+00:00
4a08eb,ROT415K,1772864919,1772876904,LROP,LEMD,2026-03-07 09:48:24+00:00,2026-03-07 09:00:00+00:00
34530c,AEA084,1772808828,1772876887,LEMD,LEMD,2026-03-07 09:48:07+00:00,2026-03-07 09:00:00+00:00
347219,IBE05DD,1772872936,1772876816,LPPT,LEMD,2026-03-07 09:46:56+00:00,2026-03-07 09:00:00+00:00
34754d,IBE0106,1772836814,1772876799,SAEZ,LEMD,2026-03-07 09:46:39+00:00,2026-03-07 09:00:00+00:00
344459,AEA58ZQ,1772867646,1772876742,GCXO,LEMD,2026-03-07 09:45:42+00:00,2026-03-07 09:00:00+00:00
348401,ANE37VA,1772872789,1772876635,LEAM,LEMD,2026-03-07 09:43:55+00:00,2026-03-07 09:00:00+00:00
348212,IBB900Z,1772867356,1772876531,GCXO,LEMD,2026-03-07 09:42:11+00:00,2026-03-07 09:00:00+00:00
347645,IBB9TN,1772868231,1772876428,,LEMD,2026-03-07 09:40:28+00:00,2026-03-07 09:00:00+00:00
348249,IBE03HY,1772853005,1772876301,KBOS,LEMD,2026-03-07 09:38:21+00:00,2026-03-07 09:00:00+00:00
4d23fa,RYR48UU,1772870297,1772876277,LIME,LEMD,2026-03-07 09:37:57+00:00,2026-03-07 09:00:00+00:00
34810b,IBE03ZZ,1772847397,1772876229,TJSJ,LEMD,2026-03-07 09:37:09+00:00,2026-03-07 09:00:00+00:00
34604c,ANE57PH,1772874043,1772876158,LEVC,LEMD,2026-03-07 09:35:58+00:00,2026-03-07 09:00:00+00:00
345388,ANE62VG,1772872872,1772876127,,LEMD,2026-03-07 09:35:27+00:00,2026-03-07 09:00:00+00:00
34620b,IBE06RZ,1772871123,1772876061,LSGG,LEMD,2026-03-07 09:34:21+00:00,2026-03-07 09:00:00+00:00
347501,IBS1590,1772867211,1772876002,GCXO,LEMD,2026-03-07 09:33:22+00:00,2026-03-07 09:00:00+00:00
48c2a4,RYR76QY,1772866008,1772875943,EPKK,LEMD,2026-03-07 09:32:23+00:00,2026-03-07 09:00:00+00:00
4cae8d,RYR69MB,1772868534,1772875858,,LEMD,2026-03-07 09:30:58+00:00,2026-03-07 09:00:00+00:00
34644d,IBS16EY,1772867802,1772875737,,LEMD,2026-03-07 09:28:57+00:00,2026-03-07 09:00:00+00:00
34608f,IBE04YY,1772872327,1772875619,LEAS,LEMD,2026-03-07 09:26:59+00:00,2026-03-07 09:00:00+00:00
342105,IBS1528,1772868438,1772875581,,LEMD,2026-03-07 09:26:21+00:00,2026-03-07 09:00:00+00:00
343141,IBS15DH,1772867394,1772875539,,LEMD,2026-03-07 09:25:39+00:00,2026-03-07 09:00:00+00:00
346147,IBE04TE,1772872521,1772875482,LEBL,LEMD,2026-03-07 09:24:42+00:00,2026-03-07 09:00:00+00:00
34324f,IBE04CP,1772871728,1772875439,LECO,LEMD,2026-03-07 09:23:59+00:00,2026-03-07 09:00:00+00:00
04008c,ETH3785,1772813739,1772875310,VHHH,LEMD,2026-03-07 09:21:50+00:00,2026-03-07 09:00:00+00:00
344481,IBE05EP,1772871998,1772875309,LPPR,LEMD,2026-03-07 09:21:49+00:00,2026-03-07 09:00:00+00:00
345686,IBS15WU,1772868367,1772875217,,LEMD,2026-03-07 09:20:17+00:00,2026-03-07 09:00:00+00:00
345615,ANE22ZL,1772872127,1772875122,LEMG,LEMD,2026-03-07 09:18:42+00:00,2026-03-07 09:00:00+00:00
4cae19,ITY058,1772868758,1772875094,LIRF,LEMD,2026-03-07 09:18:14+00:00,2026-03-07 09:00:00+00:00
346204,IBE04AM,1772871643,1772875019,LEVX,LEMD,2026-03-07 09:16:59+00:00,2026-03-07 09:00:00+00:00
34644c,IBS16HV,1772871694,1772874927,LEPA,LEMD,2026-03-07 09:15:27+00:00,2026-03-07 09:00:00+00:00
3423c4,IBE04SF,1772872217,1772874897,,LEMD,2026-03-07 09:14:57+00:00,2026-03-07 09:00:00+00:00
344345,IBE0272,1772840338,1772874777,,LEMD,2026-03-07 09:12:57+00:00,2026-03-07 09:00:00+00:00
4d23b6,ANE25DN,1772870044,1772874735,,LEMD,2026-03-07 09:12:15+00:00,2026-03-07 09:00:00+00:00
34750b,AEA78ED,1772871600,1772874666,LPPT,LEMD,2026-03-07 09:11:06+00:00,2026-03-07 09:00:00+00:00
3485d2,ANE32ZP,1772871691,1772874592,LEJR,LEMD,2026-03-07 09:09:52+00:00,2026-03-07 09:00:00+00:00
345687,ANE44MT,1772871151,1772874549,LFBD,LEMD,2026-03-07 09:09:09+00:00,2026-03-07 09:00:00+00:00
342188,IBS1752,1772871810,1772874473,LEZL,LEMD,2026-03-07 09:07:53+00:00,2026-03-07 09:00:00+00:00
484160,KLM45H,1772866943,1772874444,EHAM,LEMD,2026-03-07 09:07:24+00:00,2026-03-07 09:00:00+00:00
345543,ANE83ZY,1772870943,1772874353,LFBO,LEMD,2026-03-07 09:05:53+00:00,2026-03-07 09:00:00+00:00
34368c,ANE71KA,1772871863,1772874235,,LEMD,2026-03-07 09:03:55+00:00,2026-03-07 09:00:00+00:00
347247,IBS1692,1772871790,1772874167,LEIB,LEMD,2026-03-07 09:02:47+00:00,2026-03-07 09:00:00+00:00
3455c1,IBE0270,1772840990,1772874050,SBGL,LEMD,2026-03-07 09:00:50+00:00,2026-03-07 09:00:00+00:00
345385,ANE91VV,1772871480,1772873861,LEAL,LEMD,2026-03-07 08:57:41+00:00,2026-03-07 08:00:00+00:00
345583,ANE1316,1772865655,1772873505,EDDM,LEMD,2026-03-07 08:51:45+00:00,2026-03-07 08:00:00+00:00
34628d,IBE0152,1772797878,1772873415,LEMD,LEMD,2026-03-07 08:50:15+00:00,2026-03-07 08:00:00+00:00
34224e,IBE06VH,1772867272,1772873359,LIML,LEMD,2026-03-07 08:49:19+00:00,2026-03-07 08:00:00+00:00
440db0,EJU87AF,1772870207,1772873291,LPPT,LEMD,2026-03-07 08:48:11+00:00,2026-03-07 08:00:00+00:00
34324e,IBE07WM,1772864233,1772873177,LOWW,LEMD,2026-03-07 08:46:17+00:00,2026-03-07 08:00:00+00:00
346316,IBE07FP,1772864056,1772873078,EDDH,LEMD,2026-03-07 08:44:38+00:00,2026-03-07 08:00:00+00:00
3443d2,VLG1006,1772870026,1772872944,LEBL,LEMD,2026-03-07 08:42:24+00:00,2026-03-07 08:00:00+00:00
342211,IBE06LP,1772865909,1772872855,LIRF,LEMD,2026-03-07 08:40:55+00:00,2026-03-07 08:00:00+00:00
345318,IBE03DC,1772849332,1772872808,KJFK,LEMD,2026-03-07 08:40:08+00:00,2026-03-07 08:00:00+00:00
34608e,IBE07SR,1772865365,1772872759,EHAM,LEMD,2026-03-07 08:39:19+00:00,2026-03-07 08:00:00+00:00
34750a,AEA12FW,1772869359,1772872678,LECO,LEMD,2026-03-07 08:37:58+00:00,2026-03-07 08:00:00+00:00
342090,IBS18KM,1772863528,1772872588,EDDB,LEMD,2026-03-07 08:36:28+00:00,2026-03-07 08:00:00+00:00
4ca836,EIN59K,1772864714,1772872576,EIDW,LEMD,2026-03-07 08:36:16+00:00,2026-03-07 08:00:00+00:00
4ba9cd,THY1PV,1772860239,1772872467,LTFM,LEMD,2026-03-07 08:34:27+00:00,2026-03-07 08:00:00+00:00
346083,AEA7311,1772869501,1772872455,LEVX,LEMD,2026-03-07 08:34:15+00:00,2026-03-07 08:00:00+00:00
344487,AEA9018,1772864944,1772872374,,LEMD,2026-03-07 08:32:54+00:00,2026-03-07 08:00:00+00:00
3445d4,IBE0840,1772861045,1772872341,LGAV,LEMD,2026-03-07 08:32:21+00:00,2026-03-07 08:00:00+00:00
3420cc,IBE06FK,1772864967,1772872224,LSZH,LEMD,2026-03-07 08:30:24+00:00,2026-03-07 08:00:00+00:00
344216,AEA36MM,1772869335,1772872199,LPPR,LEMD,2026-03-07 08:29:59+00:00,2026-03-07 08:00:00+00:00
4d2383,RYR99DT,1772869564,1772872063,LEIB,LEMD,2026-03-07 08:27:43+00:00,2026-03-07 08:00:00+00:00
347309,AEA72BT,1772869290,1772872033,LEMG,LEMD,2026-03-07 08:27:13+00:00,2026-03-07 08:00:00+00:00
4081a1,BAW456,1772864893,1772871890,EGLL,LEMD,2026-03-07 08:24:50+00:00,2026-03-07 08:00:00+00:00
346082,AEA68WR,1772869218,1772871733,,LEMD,2026-03-07 08:22:13+00:00,2026-03-07 08:00:00+00:00
345084,VLG1494,1772865479,1772871733,LIRQ,LEMD,2026-03-07 08:22:13+00:00,2026-03-07 08:00:00+00:00
4952c4,TAP10MD,1772868289,1772871649,LPPT,LEMD,2026-03-07 08:20:49+00:00,2026-03-07 08:00:00+00:00
471f70,WZZ6973,1772860652,1772871594,EPGD,LEMD,2026-03-07 08:19:54+00:00,2026-03-07 08:00:00+00:00
3453d3,ANE1244,1772864889,1772871496,LIPE,LEMD,2026-03-07 08:18:16+00:00,2026-03-07 08:00:00+00:00
48c2ae,RYR80CD,1772862658,1772871478,EGPH,LEMD,2026-03-07 08:17:58+00:00,2026-03-07 08:00:00+00:00
4ca9ea,RYR2GP,1772863987,1772871358,EINN,LEMD,2026-03-07 08:15:58+00:00,2026-03-07 08:00:00+00:00
4d20ff,WMT4600,1772859343,1772871353,LROP,LEMD,2026-03-07 08:15:53+00:00,2026-03-07 08:00:00+00:00
4d2387,RYR619N,1772861167,1772871208,EKCH,LEMD,2026-03-07 08:13:28+00:00,2026-03-07 08:00:00+00:00
4cad2b,RYR95HU,1772863535,1772871156,EIDW,LEMD,2026-03-07 08:12:36+00:00,2026-03-07 08:00:00+00:00
4cafc1,RYR8ZR,1772867760,1772871075,LEPA,LEMD,2026-03-07 08:11:15+00:00,2026-03-07 08:00:00+00:00
aa944a,AAL36,1772840233,1772871016,KDFW,LEMD,2026-03-07 08:10:16+00:00,2026-03-07 08:00:00+00:00
345691,IBE05YZ,1772865355,1772870908,LFPO,LEMD,2026-03-07 08:08:28+00:00,2026-03-07 08:00:00+00:00
4cafd3,RYR3877,1772867492,1772870846,GMTT,LEMD,2026-03-07 08:07:26+00:00,2026-03-07 08:00:00+00:00
4b19ef,SWR8YH,1772863697,1772870773,LSZH,LEMD,2026-03-07 08:06:13+00:00,2026-03-07 08:00:00+00:00
4d24d5,WMT654,1772864418,1772870665,LIMC,LEMD,2026-03-07 08:04:25+00:00,2026-03-07 08:00:00+00:00
344446,AEA6012,1772867314,1772870600,LEPA,LEMD,2026-03-07 08:03:20+00:00,2026-03-07 08:00:00+00:00
ab10cb,AAL740,1772847356,1772870489,KPHL,LEMD,2026-03-07 08:01:29+00:00,2026-03-07 08:00:00+00:00
4d20b1,WZZ23DC,1772860920,1772870421,EPWR,LEMD,2026-03-07 08:00:21+00:00,2026-03-07 08:00:00+00:00
34660b,IBE06EW,1772863541,1772870301,EBMB,LEMD,2026-03-07 07:58:21+00:00,2026-03-07 07:00:00+00:00
344197,ANE1332,1772862906,1772870155,EDDF,LEMD,2026-03-07 07:55:55+00:00,2026-03-07 07:00:00+00:00
a92dfc,UAL51,1772846879,1772870055,KEWR,LEMD,2026-03-07 07:54:15+00:00,2026-03-07 07:00:00+00:00
34250a,IBE05DV,1772864317,1772869968,LFPG,LEMD,2026-03-07 07:52:48+00:00,2026-03-07 07:00:00+00:00
39e695,AFR31WT,1772863893,1772869783,LFPG,LEMD,2026-03-07 07:49:43+00:00,2026-03-07 07:00:00+00:00
48c1a1,RYR8050,1772866481,1772869668,LPFR,LEMD,2026-03-07 07:47:48+00:00,2026-03-07 07:00:00+00:00
4d222b,RYR1782,1772860333,1772869494,EDDB,LEMD,2026-03-07 07:44:54+00:00,2026-03-07 07:00:00+00:00
342210,IBE07KD,1772861770,1772869228,EDDL,LEMD,2026-03-07 07:40:28+00:00,2026-03-07 07:00:00+00:00
e80450,LAN708,1772825297,1772869180,SCEL,LEMD,2026-03-07 07:39:40+00:00,2026-03-07 07:00:00+00:00
aabf87,AVA182,1772843763,1772868949,,LEMD,2026-03-07 07:35:49+00:00,2026-03-07 07:00:00+00:00
3420cb,IBE09ZF,1772861646,1772868869,,LEMD,2026-03-07 07:34:29+00:00,2026-03-07 07:00:00+00:00
a8f762,N677T,1772834867,1772868823,KVNY,LEMD,2026-03-07 07:33:43+00:00,2026-03-07 07:00:00+00:00
4d21fd,RYR63KL,1772862767,1772868718,LIMC,LEMD,2026-03-07 07:31:58+00:00,2026-03-07 07:00:00+00:00
