icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_departure_time_utc,observed_departure_hour_utc
3461cb,IBE0123,1772927808,1772968679,LEMD,,2026-03-07 23:56:48+00:00,2026-03-07 23:00:00+00:00
34640e,IBE0155,1772927189,1772959199,LEMD,,2026-03-07 23:46:29+00:00,2026-03-07 23:00:00+00:00
347343,IBE0303,1772927049,1772966638,LEMD,MMMX,2026-03-07 23:44:09+00:00,2026-03-07 23:00:00+00:00
346386,IBE0101,1772926936,1772970226,LEMD,SADS,2026-03-07 23:42:16+00:00,2026-03-07 23:00:00+00:00
347692,AEA041,1772926251,1772969565,LEMD,SADS,2026-03-07 23:30:51+00:00,2026-03-07 23:00:00+00:00
34510a,IBE0267,1772925874,1772962503,LEMD,SBGR,2026-03-07 23:24:34+00:00,2026-03-07 23:00:00+00:00
34520e,IBE0169,1772925385,1772964978,LEMD,,2026-03-07 23:16:25+00:00,2026-03-07 23:00:00+00:00
34558f,AEA057,1772925108,1772961679,LEMD,SBGR,2026-03-07 23:11:48+00:00,2026-03-07 23:00:00+00:00
3482d6,AEA175,1772924858,1772965089,LEMD,,2026-03-07 23:07:38+00:00,2026-03-07 23:00:00+00:00
34615a,AEA023,1772924601,1772964149,LEMD,SGNB,2026-03-07 23:03:21+00:00,2026-03-07 23:00:00+00:00
aa9800,AMX022,1772924046,1772963488,LEMD,MMMX,2026-03-07 22:54:06+00:00,2026-03-07 22:00:00+00:00
3cdf15,PVD469H,1772923050,1772925987,LEMD,LEGE,2026-03-07 22:37:30+00:00,2026-03-07 22:00:00+00:00
4ca9c3,RYR6377,1772921920,1772928141,LEMD,EGSS,2026-03-07 22:18:40+00:00,2026-03-07 22:00:00+00:00
345543,ANE1083,1772921550,1772923828,LEMD,LEVC,2026-03-07 22:12:30+00:00,2026-03-07 22:00:00+00:00
4d24ae,WMT4TX,1772921452,1772928238,LEMD,LIRF,2026-03-07 22:10:52+00:00,2026-03-07 22:00:00+00:00
e80473,TAM8065,1772921200,1772957144,LEMD,SBGR,2026-03-07 22:06:40+00:00,2026-03-07 22:00:00+00:00
3472c9,IBS1679,1772921082,1772924006,LEMD,LEPA,2026-03-07 22:04:42+00:00,2026-03-07 22:00:00+00:00
493282,NJE147U,1772920616,1772923519,LEMD,LEMG,2026-03-07 21:56:56+00:00,2026-03-07 21:00:00+00:00
4d2386,RYR81FG,1772920561,1772927291,LEMD,LIME,2026-03-07 21:56:01+00:00,2026-03-07 21:00:00+00:00
4ba9f6,THY6665,1772920409,1772932581,LEMD,LTFM,2026-03-07 21:53:29+00:00,2026-03-07 21:00:00+00:00
344416,IBS1553,1772920048,1772928697,LEMD,,2026-03-07 21:47:28+00:00,2026-03-07 21:00:00+00:00
896181,UAE144,1772919586,1772977588,LEMD,WMKK,2026-03-07 21:39:46+00:00,2026-03-07 21:00:00+00:00
4ca73b,RYR2129,1772919116,1772925653,LEMD,,2026-03-07 21:31:56+00:00,2026-03-07 21:00:00+00:00
344195,ANE8014,1772919051,1772920460,LEMD,,2026-03-07 21:30:51+00:00,2026-03-07 21:00:00+00:00
424c98,MABTE,1772918521,1772925046,LEMD,EGSS,2026-03-07 21:22:01+00:00,2026-03-07 21:00:00+00:00
345583,ANE1217,1772918120,1772922777,LEMD,LFMF,2026-03-07 21:15:20+00:00,2026-03-07 21:00:00+00:00
4ca643,RYR4EA,1772917937,1772920381,LEMD,LPPR,2026-03-07 21:12:17+00:00,2026-03-07 21:00:00+00:00
348402,ANE1185,1772917488,1772922510,LEMD,LFLL,2026-03-07 21:04:48+00:00,2026-03-07 21:00:00+00:00
347288,IBE06GC,1772917389,1772924014,LEMD,LIRF,2026-03-07 21:03:09+00:00,2026-03-07 21:00:00+00:00
34444b,IBE0591,1772917321,1772922711,LEMD,LFPG,2026-03-07 21:02:01+00:00,2026-03-07 21:00:00+00:00
48c228,RYR60LM,1772917242,1772924423,LEMD,LICJ,2026-03-07 21:00:42+00:00,2026-03-07 21:00:00+00:00
346083,AEA52QV,1772917150,1772919978,LEMD,,2026-03-07 20:59:10+00:00,2026-03-07 20:00:00+00:00
345385,ANE1173,1772916403,1772921208,LEMD,LFML,2026-03-07 20:46:43+00:00,2026-03-07 20:00:00+00:00
3475d5,IBE0683,1772916052,1772923275,LEMD,LIPZ,2026-03-07 20:40:52+00:00,2026-03-07 20:00:00+00:00
4d23fa,RYR31CB,1772915332,1772922438,LEMD,EGCC,2026-03-07 20:28:52+00:00,2026-03-07 20:00:00+00:00
34368c,ANE95RP,1772915197,1772921962,LEMD,LIPE,2026-03-07 20:26:37+00:00,2026-03-07 20:00:00+00:00
345686,IBS15KR,1772914667,1772921248,LEMD,,2026-03-07 20:17:47+00:00,2026-03-07 20:00:00+00:00
4cad3e,RYR57EF,1772914370,1772917589,LEMD,LPPT,2026-03-07 20:12:50+00:00,2026-03-07 20:00:00+00:00
34608f,IBE0839,1772914302,1772924728,LEMD,LGAV,2026-03-07 20:11:42+00:00,2026-03-07 20:00:00+00:00
4ca707,RYR37DM,1772914265,1772920463,LEMD,EGGD,2026-03-07 20:11:05+00:00,2026-03-07 20:00:00+00:00
4caf2b,RYR64VR,1772914184,1772916896,LEMD,LEIB,2026-03-07 20:09:44+00:00,2026-03-07 20:00:00+00:00
4d2534,WZZ18QV,1772914072,1772923637,LEMD,,2026-03-07 20:07:52+00:00,2026-03-07 20:00:00+00:00
342090,IBS1527,1772914027,1772920944,LEMD,,2026-03-07 20:07:07+00:00,2026-03-07 20:00:00+00:00
4d245b,WMT162,1772913934,1772925050,LEMD,LRCL,2026-03-07 20:05:34+00:00,2026-03-07 20:00:00+00:00
34224e,IBE06EM,1772913791,1772920111,LEMD,LIML,2026-03-07 20:03:11+00:00,2026-03-07 20:00:00+00:00
3434ce,GES401V,1772913667,1772916568,LEMD,LEBL,2026-03-07 20:01:07+00:00,2026-03-07 20:00:00+00:00
4d2021,WZZ9321,1772913570,1772923599,LEMD,LYBE,2026-03-07 19:59:30+00:00,2026-03-07 19:00:00+00:00
4cae57,RYR17UC,1772913441,1772919718,LEMD,EBCI,2026-03-07 19:57:21+00:00,2026-03-07 19:00:00+00:00
347501,IBS15XX,1772913357,1772920813,LEMD,,2026-03-07 19:55:57+00:00,2026-03-07 19:00:00+00:00
39de4b,TVF78LC,1772913319,1772918651,LEMD,LFPO,2026-03-07 19:55:19+00:00,2026-03-07 19:00:00+00:00
3453d3,ANE39JK,1772912951,1772914859,LEMD,LEPP,2026-03-07 19:49:11+00:00,2026-03-07 19:00:00+00:00
346147,IBE0621,1772912804,1772918443,LEMD,LSGG,2026-03-07 19:46:44+00:00,2026-03-07 19:00:00+00:00
48c1a1,RYR7PD,1772912674,1772917077,LEMD,,2026-03-07 19:44:34+00:00,2026-03-07 19:00:00+00:00
4ca805,RYR2775,1772912523,1772915666,LEMD,LEPA,2026-03-07 19:42:03+00:00,2026-03-07 19:00:00+00:00
344197,ANE1041,1772912420,1772915658,LEMD,,2026-03-07 19:40:20+00:00,2026-03-07 19:00:00+00:00
48c22e,RYR2057,1772912301,1772922593,LEMD,EPKK,2026-03-07 19:38:21+00:00,2026-03-07 19:00:00+00:00
3420cc,IBE04WD,1772912161,1772914945,LEMD,LEBL,2026-03-07 19:36:01+00:00,2026-03-07 19:00:00+00:00
4ca84c,RYR696K,1772912040,1772918722,LEMD,LIRF,2026-03-07 19:34:00+00:00,2026-03-07 19:00:00+00:00
34134d,IBE05KK,1772911898,1772917392,LEMD,LFPO,2026-03-07 19:31:38+00:00,2026-03-07 19:00:00+00:00
471fa7,WZZ5070,1772911813,1772921895,LEMD,LHBP,2026-03-07 19:30:13+00:00,2026-03-07 19:00:00+00:00
344481,IBE06SH,1772911719,1772918456,LEMD,EBMB,2026-03-07 19:28:39+00:00,2026-03-07 19:00:00+00:00
3465d4,IBB19UF,1772911647,1772919347,LEMD,,2026-03-07 19:27:27+00:00,2026-03-07 19:00:00+00:00
345698,ANE88SC,1772911629,1772919396,LEMD,EDDF,2026-03-07 19:27:09+00:00,2026-03-07 19:00:00+00:00
344455,IBS1813,1772911542,1772920754,LEMD,EDDB,2026-03-07 19:25:42+00:00,2026-03-07 19:00:00+00:00
345597,ANE1315,1772911461,1772918930,LEMD,EDDM,2026-03-07 19:24:21+00:00,2026-03-07 19:00:00+00:00
347287,IBE06YF,1772911338,1772918081,LEMD,LSZH,2026-03-07 19:22:18+00:00,2026-03-07 19:00:00+00:00
348401,ANE74FA,1772911243,1772914018,LEMD,LEAM,2026-03-07 19:20:43+00:00,2026-03-07 19:00:00+00:00
347219,IBE07LA,1772911230,1772918094,LEMD,EDDL,2026-03-07 19:20:30+00:00,2026-03-07 19:00:00+00:00
346689,IBB8AQ,1772911160,1772919051,LEMD,,2026-03-07 19:19:20+00:00,2026-03-07 19:00:00+00:00
34260e,IBE07KY,1772911159,1772920457,LEMD,LOWW,2026-03-07 19:19:19+00:00,2026-03-07 19:00:00+00:00
341682,IBS16RR,1772911059,1772918638,LEMD,,2026-03-07 19:17:39+00:00,2026-03-07 19:00:00+00:00
342091,IBE0981,1772911048,1772918184,LEMD,,2026-03-07 19:17:28+00:00,2026-03-07 19:00:00+00:00
3453c1,AEA9172,1772910905,1772918695,LEMD,,2026-03-07 19:15:05+00:00,2026-03-07 19:00:00+00:00
3451d9,ANE17SQ,1772910799,1772913659,LEMD,LEJR,2026-03-07 19:13:19+00:00,2026-03-07 19:00:00+00:00
3452c8,ANE17PJ,1772910735,1772913353,LEMD,LEAL,2026-03-07 19:12:15+00:00,2026-03-07 19:00:00+00:00
4ca6a4,RYR2CP,1772910670,1772914026,LEMD,GMTT,2026-03-07 19:11:10+00:00,2026-03-07 19:00:00+00:00
3c6450,DLH9932,1772910646,1772917873,LEMD,EDDM,2026-03-07 19:10:46+00:00,2026-03-07 19:00:00+00:00
3451da,ANE80FD,1772910498,1772912698,LEMD,,2026-03-07 19:08:18+00:00,2026-03-07 19:00:00+00:00
346316,IBE07TG,1772910466,1772918808,LEMD,EDDH,2026-03-07 19:07:46+00:00,2026-03-07 19:00:00+00:00
3485d2,ANE17NR,1772910420,1772912097,LEMD,,2026-03-07 19:07:00+00:00,2026-03-07 19:00:00+00:00
342213,INI361H,1772910266,1772912624,LEMD,LEAL,2026-03-07 19:04:26+00:00,2026-03-07 19:00:00+00:00
3452c7,ANE10NZ,1772910106,1772912561,LEMD,,2026-03-07 19:01:46+00:00,2026-03-07 19:00:00+00:00
34644c,IBS16ZL,1772909896,1772913113,LEMD,LEPA,2026-03-07 18:58:16+00:00,2026-03-07 18:00:00+00:00
344218,ANE44ER,1772909809,1772913157,LEMD,LFBO,2026-03-07 18:56:49+00:00,2026-03-07 18:00:00+00:00
3483da,ANE61TH,1772909769,1772912488,LEMD,LEZL,2026-03-07 18:56:09+00:00,2026-03-07 18:00:00+00:00
34324f,IBE0449,1772909684,1772911337,LEMD,,2026-03-07 18:54:44+00:00,2026-03-07 18:00:00+00:00
34660b,IBE05BV,1772909557,1772913277,LEMD,LPPT,2026-03-07 18:52:37+00:00,2026-03-07 18:00:00+00:00
34608e,IBE07WV,1772909443,1772916188,LEMD,EHAM,2026-03-07 18:50:43+00:00,2026-03-07 18:00:00+00:00
4cadec,ITY063,1772909430,1772916311,LEMD,LIRF,2026-03-07 18:50:30+00:00,2026-03-07 18:00:00+00:00
4b17e2,SWR57Z,1772909268,1772916676,LEMD,LSZH,2026-03-07 18:47:48+00:00,2026-03-07 18:00:00+00:00
4d23b6,ANE2298,1772909194,1772913580,LEMD,,2026-03-07 18:46:34+00:00,2026-03-07 18:00:00+00:00
4d2504,RYR68MZ,1772909142,1772915896,LEMD,LIPE,2026-03-07 18:45:42+00:00,2026-03-07 18:00:00+00:00
4cae4c,RYR62FA,1772908672,1772915129,LEMD,LIME,2026-03-07 18:37:52+00:00,2026-03-07 18:00:00+00:00
34538e,AEA5047,1772908650,1772911524,LEMD,LEMG,2026-03-07 18:37:30+00:00,2026-03-07 18:00:00+00:00
346082,AEA7306,1772908515,1772911154,LEMD,LEVX,2026-03-07 18:35:15+00:00,2026-03-07 18:00:00+00:00
344487,AEA86JZ,1772908366,1772911498,LEMD,LEPA,2026-03-07 18:32:46+00:00,2026-03-07 18:00:00+00:00
e0b04f,ARG1133,1772908314,1772952958,LEMD,SADS,2026-03-07 18:31:54+00:00,2026-03-07 18:00:00+00:00
48e9f6,RYR61DC,1772908163,1772918817,LEMD,LBSF,2026-03-07 18:29:23+00:00,2026-03-07 18:00:00+00:00
347307,AEA40WM,1772908089,1772911384,LEMD,LECO,2026-03-07 18:28:09+00:00,2026-03-07 18:00:00+00:00
3445d4,IBE04KC,1772908021,1772911317,LEMD,LEBL,2026-03-07 18:27:01+00:00,2026-03-07 18:00:00+00:00
4ca891,RYR4WL,1772907961,1772911523,LEMD,,2026-03-07 18:26:01+00:00,2026-03-07 18:00:00+00:00
4d24d6,WZZ1FT,1772907844,1772919048,LEMD,EPWA,2026-03-07 18:24:04+00:00,2026-03-07 18:00:00+00:00
347309,AEA29NP,1772907799,1772910534,LEMD,LPPR,2026-03-07 18:23:19+00:00,2026-03-07 18:00:00+00:00
4caff6,RYR5004,1772907631,1772916632,LEMD,LOWW,2026-03-07 18:20:31+00:00,2026-03-07 18:00:00+00:00
02007a,RAM971H,1772907575,1772911667,LEMD,,2026-03-07 18:19:35+00:00,2026-03-07 18:00:00+00:00
347481,AEA7159,1772907420,1772908958,LEMD,,2026-03-07 18:17:00+00:00,2026-03-07 18:00:00+00:00
341207,XTX161,1772907233,1772910296,LEMD,LEJR,2026-03-07 18:13:53+00:00,2026-03-07 18:00:00+00:00
4bb475,MNB8042,1772906640,1772918943,LEMD,LTFM,2026-03-07 18:04:00+00:00,2026-03-07 18:00:00+00:00
3451d8,ANE8046,1772906599,1772909069,LEMD,LEZL,2026-03-07 18:03:19+00:00,2026-03-07 18:00:00+00:00
34750b,AEA58TY,1772906462,1772909725,LEMD,LPPT,2026-03-07 18:01:02+00:00,2026-03-07 18:00:00+00:00
347247,IBS15SX,1772906312,1772914117,LEMD,,2026-03-07 17:58:32+00:00,2026-03-07 17:00:00+00:00
39bda4,AFR57PK,1772906170,1772911626,LEMD,LFPG,2026-03-07 17:56:10+00:00,2026-03-07 17:00:00+00:00
4aca74,SAS92U,1772906079,1772915906,LEMD,EKCH,2026-03-07 17:54:39+00:00,2026-03-07 17:00:00+00:00
344498,IBS16HM,1772905893,1772913656,LEMD,,2026-03-07 17:51:33+00:00,2026-03-07 17:00:00+00:00
4ca56c,RYR8259,1772905803,1772911688,LEMD,LIRP,2026-03-07 17:50:03+00:00,2026-03-07 17:00:00+00:00
471f74,WMT226,1772905684,1772917331,LEMD,LROP,2026-03-07 17:48:04+00:00,2026-03-07 17:00:00+00:00
463777,FSF857U,1772905206,1772911635,LEMD,LFLC,2026-03-07 17:40:06+00:00,2026-03-07 17:00:00+00:00
4952c3,TAP1017,1772905085,1772908559,LEMD,LPPT,2026-03-07 17:38:05+00:00,2026-03-07 17:00:00+00:00
502ccd,ASL79B,1772904941,1772914695,LEMD,LYBE,2026-03-07 17:35:41+00:00,2026-03-07 17:00:00+00:00
4cafd3,RYR330G,1772904581,1772911153,LEMD,EGSS,2026-03-07 17:29:41+00:00,2026-03-07 17:00:00+00:00
344416,IBS1671,1772904443,1772907988,LEMD,LEPA,2026-03-07 17:27:23+00:00,2026-03-07 17:00:00+00:00
4caa61,RYR9EJ,1772904225,1772910809,LEMD,EGBB,2026-03-07 17:23:45+00:00,2026-03-07 17:00:00+00:00
4d224f,RYR6791,1772903962,1772908510,LEMD,,2026-03-07 17:19:22+00:00,2026-03-07 17:00:00+00:00
344449,IBE06HH,1772903920,1772910173,LEMD,LSGG,2026-03-07 17:18:40+00:00,2026-03-07 17:00:00+00:00
48c2ae,RYR73CK,1772903760,1772911309,LEMD,EIDW,2026-03-07 17:16:00+00:00,2026-03-07 17:00:00+00:00
4ba9e5,THY4SC,1772903610,1772916142,LEMD,LTFM,2026-03-07 17:13:30+00:00,2026-03-07 17:00:00+00:00
342107,IBE0921,1772903534,1772919745,LEMD,GOBD,2026-03-07 17:12:14+00:00,2026-03-07 17:00:00+00:00
408228,BAW465M,1772903442,1772909406,LEMD,EGLL,2026-03-07 17:10:42+00:00,2026-03-07 17:00:00+00:00
39b228,CMA058,1772903119,1772914631,LEMD,,2026-03-07 17:05:19+00:00,2026-03-07 17:00:00+00:00
503e99,NIA7318,1772903048,1772914045,LEMD,,2026-03-07 17:04:08+00:00,2026-03-07 17:00:00+00:00
346204,IBE05AD,1772902832,1772906421,LEMD,LPPT,2026-03-07 17:00:32+00:00,2026-03-07 17:00:00+00:00
342105,IBS1863,1772902263,1772907937,LEMD,EGKK,2026-03-07 16:51:03+00:00,2026-03-07 16:00:00+00:00
347206,IBE0311,1772902057,1772941672,LEMD,MMMX,2026-03-07 16:47:37+00:00,2026-03-07 16:00:00+00:00
3423c4,IBE06PA,1772901992,1772908513,LEMD,LIML,2026-03-07 16:46:32+00:00,2026-03-07 16:00:00+00:00
344195,ANE3033,1772901838,1772904324,LEMD,LEZL,2026-03-07 16:43:58+00:00,2026-03-07 16:00:00+00:00
4ca646,RYR69AS,1772901750,1772907324,LEMD,LFOB,2026-03-07 16:42:30+00:00,2026-03-07 16:00:00+00:00
34324e,IBE0689,1772901642,1772908286,LEMD,LIAT,2026-03-07 16:40:42+00:00,2026-03-07 16:00:00+00:00
347453,IBE07VP,1772901455,1772907749,LEMD,EGLL,2026-03-07 16:37:35+00:00,2026-03-07 16:00:00+00:00
3c6658,DLH66U,1772901330,1772908366,LEMD,EDDF,2026-03-07 16:35:30+00:00,2026-03-07 16:00:00+00:00
347684,GES081F,1772901261,1772902370,LEMD,,2026-03-07 16:34:21+00:00,2026-03-07 16:00:00+00:00
02019d,MAC392B,1772900795,1772904398,LEMD,GMTT,2026-03-07 16:26:35+00:00,2026-03-07 16:00:00+00:00
347306,AEA61CV,1772900670,1772904113,LEMD,LESB,2026-03-07 16:24:30+00:00,2026-03-07 16:00:00+00:00
484ee4,KLM42Y,1772900569,1772907439,LEMD,EHAM,2026-03-07 16:22:49+00:00,2026-03-07 16:00:00+00:00
4cafc1,RYR71JH,1772900474,1772907548,LEMD,LIPZ,2026-03-07 16:21:14+00:00,2026-03-07 16:00:00+00:00
348351,IBE03DZ,1772900412,1772927786,LEMD,KBOS,2026-03-07 16:20:12+00:00,2026-03-07 16:00:00+00:00
345691,IBE06MT,1772900341,1772907132,LEMD,LIRF,2026-03-07 16:19:01+00:00,2026-03-07 16:00:00+00:00
3c5428,BCS6359,1772899923,1772906929,LEMD,EDDF,2026-03-07 16:12:03+00:00,2026-03-07 16:00:00+00:00
406319,EZY35RF,1772899891,1772905763,LEMD,EGKK,2026-03-07 16:11:31+00:00,2026-03-07 16:00:00+00:00
4d200f,WZZ58RP,1772899860,1772918174,LEMD,UGKO,2026-03-07 16:11:00+00:00,2026-03-07 16:00:00+00:00
89605e,ROJ004,1772899815,1772903326,LEMD,,2026-03-07 16:10:15+00:00,2026-03-07 16:00:00+00:00
39bdb8,AFR66LR,1772899743,1772905220,LEMD,LFPG,2026-03-07 16:09:03+00:00,2026-03-07 16:00:00+00:00
4d23fa,RYR2DL,1772899656,1772903279,LEMD,LEPA,2026-03-07 16:07:36+00:00,2026-03-07 16:00:00+00:00
348402,ANE1183,1772899538,1772904659,LEMD,LFLL,2026-03-07 16:05:38+00:00,2026-03-07 16:00:00+00:00
010287,NMA6002,1772899423,1772910674,LEMD,,2026-03-07 16:03:43+00:00,2026-03-07 16:00:00+00:00
346499,IBE07WW,1772899335,1772905857,LEMD,EGLL,2026-03-07 16:02:15+00:00,2026-03-07 16:00:00+00:00
347344,IBE06BD,1772899269,1772905907,LEMD,EBBR,2026-03-07 16:01:09+00:00,2026-03-07 16:00:00+00:00
346186,IBE06GH,1772899171,1772905827,LEMD,LSZH,2026-03-07 15:59:31+00:00,2026-03-07 15:00:00+00:00
3c56a3,GEC8307,1772899084,1772906261,LEMD,EDDF,2026-03-07 15:58:04+00:00,2026-03-07 15:00:00+00:00
34644d,IBS1904,1772898999,1772936982,LEMD,LEMD,2026-03-07 15:56:39+00:00,2026-03-07 15:00:00+00:00
347645,IBB3RE,1772898952,1772906770,LEMD,,2026-03-07 15:55:52+00:00,2026-03-07 15:00:00+00:00
34250a,IBE0681,1772898918,1772906356,LEMD,LIPZ,2026-03-07 15:55:18+00:00,2026-03-07 15:00:00+00:00
344297,AEA64LR,1772898820,1772903957,LEMD,LFPO,2026-03-07 15:53:40+00:00,2026-03-07 15:00:00+00:00
347604,AEA088,1772898771,1772967323,LEMD,LEMD,2026-03-07 15:52:51+00:00,2026-03-07 15:00:00+00:00
345385,ANE22XP,1772898674,1772903564,LEMD,LFMD,2026-03-07 15:51:14+00:00,2026-03-07 15:00:00+00:00
3455c1,IBE03TT,1772898631,1772926868,LEMD,KJFK,2026-03-07 15:50:31+00:00,2026-03-07 15:00:00+00:00
344346,IBE0337,1772898523,1772932228,LEMD,KMIA,2026-03-07 15:48:43+00:00,2026-03-07 15:00:00+00:00
a06572,N1244,1772898513,1772903749,LEMD,LFPB,2026-03-07 15:48:33+00:00,2026-03-07 15:00:00+00:00
345543,ANE55UZ,1772898405,1772905821,LEMD,EDDM,2026-03-07 15:46:45+00:00,2026-03-07 15:00:00+00:00
aaa32d,AVA046,1772898398,1773006598,LEMD,LEMD,2026-03-07 15:46:38+00:00,2026-03-07 15:00:00+00:00
010284,NMA6016,1772898291,1772909592,LEMD,,2026-03-07 15:44:51+00:00,2026-03-07 15:00:00+00:00
348213,IBB6075,1772898240,1772906103,LEMD,,2026-03-07 15:44:00+00:00,2026-03-07 15:00:00+00:00
344417,IBE07CT,1772898180,1772905992,LEMD,EDDL,2026-03-07 15:43:00+00:00,2026-03-07 15:00:00+00:00
34640e,IBE07HH,1772898096,1772904174,LEMD,EGLL,2026-03-07 15:41:36+00:00,2026-03-07 15:00:00+00:00
345692,IBE07SP,1772898080,1772907643,LEMD,LOWW,2026-03-07 15:41:20+00:00,2026-03-07 15:00:00+00:00
34604c,ANE1343,1772897970,1772904916,LEMD,EHAM,2026-03-07 15:39:30+00:00,2026-03-07 15:00:00+00:00
3444c4,IBE0264,1772897924,1772966168,LEMD,LEMD,2026-03-07 15:38:44+00:00,2026-03-07 15:00:00+00:00
344648,IBE06FZ,1772897869,1772904142,LEMD,LIMC,2026-03-07 15:37:49+00:00,2026-03-07 15:00:00+00:00
3420cb,IBE07ZE,1772897751,1772905451,LEMD,EDDF,2026-03-07 15:35:51+00:00,2026-03-07 15:00:00+00:00
342059,IBE09SE,1772897730,1772913383,LEMD,GOBD,2026-03-07 15:35:30+00:00,2026-03-07 15:00:00+00:00
34368c,ANE98GQ,1772897611,1772900664,LEMD,LFBD,2026-03-07 15:33:31+00:00,2026-03-07 15:00:00+00:00
345103,EVE801,1772897609,1772927038,LEMD,,2026-03-07 15:33:29+00:00,2026-03-07 15:00:00+00:00
346147,IBE04BR,1772897494,1772900818,LEMD,LEBL,2026-03-07 15:31:34+00:00,2026-03-07 15:00:00+00:00
347386,IBE0154,1772897470,1772975575,LEMD,LEMD,2026-03-07 15:31:10+00:00,2026-03-07 15:00:00+00:00
3452c8,ANE63TQ,1772897372,1772899044,LEMD,,2026-03-07 15:29:32+00:00,2026-03-07 15:00:00+00:00
347288,IBE05KR,1772897360,1772902549,LEMD,LFPO,2026-03-07 15:29:20+00:00,2026-03-07 15:00:00+00:00
348401,ANE48ZX,1772897285,1772900077,LEMD,LEAM,2026-03-07 15:28:05+00:00,2026-03-07 15:00:00+00:00
3451d9,ANE02TH,1772897233,1772900392,LEMD,LFBO,2026-03-07 15:27:13+00:00,2026-03-07 15:00:00+00:00
34644e,IBS1621,1772897178,1772905012,LEMD,,2026-03-07 15:26:18+00:00,2026-03-07 15:00:00+00:00
345583,ANE71DM,1772897108,1772903928,LEMD,LIPE,2026-03-07 15:25:08+00:00,2026-03-07 15:00:00+00:00
3484d3,IBE03BB,1772897101,1772927355,LEMD,TJSJ,2026-03-07 15:25:01+00:00,2026-03-07 15:00:00+00:00
3485d2,ANE89CU,1772897016,1772899036,LEMD,,2026-03-07 15:23:36+00:00,2026-03-07 15:00:00+00:00
344197,ANE96FH,1772896984,1772900969,LEMD,LFRS,2026-03-07 15:23:04+00:00,2026-03-07 15:00:00+00:00
346310,AEA055,1772896898,1772930958,LEMD,,2026-03-07 15:21:38+00:00,2026-03-07 15:00:00+00:00
345687,ANE20JV,1772896830,1772898773,LEMD,LEVC,2026-03-07 15:20:30+00:00,2026-03-07 15:00:00+00:00
345597,ANE67TP,1772896728,1772900135,LEMD,LECO,2026-03-07 15:18:48+00:00,2026-03-07 15:00:00+00:00
34324f,IBE04KG,1772896724,1772898179,LEMD,,2026-03-07 15:18:44+00:00,2026-03-07 15:00:00+00:00
345698,ANE96TC,1772896651,1772899406,LEMD,LEJR,2026-03-07 15:17:31+00:00,2026-03-07 15:00:00+00:00
34620b,IBE06AA,1772896562,1772901957,LEMD,LSGG,2026-03-07 15:16:02+00:00,2026-03-07 15:00:00+00:00
48e95a,LOT4YJ,1772896470,1772907261,LEMD,EPWA,2026-03-07 15:14:30+00:00,2026-03-07 15:00:00+00:00
345251,AEA119,1772896416,1772900138,LEMD,,2026-03-07 15:13:36+00:00,2026-03-07 15:00:00+00:00
345352,AEA194,1772896249,1772972538,LEMD,LEMD,2026-03-07 15:10:49+00:00,2026-03-07 15:00:00+00:00
342104,IBS1809,1772896202,1772905335,LEMD,EDDB,2026-03-07 15:10:02+00:00,2026-03-07 15:00:00+00:00
346390,EVE858,1772896151,1772977463,LEMD,LEMD,2026-03-07 15:09:11+00:00,2026-03-07 15:00:00+00:00
3423c3,IBE06SC,1772896131,1772903189,LEMD,LIRF,2026-03-07 15:08:51+00:00,2026-03-07 15:00:00+00:00
7da3de,ANE91SH,1772896032,1772898058,LEMD,,2026-03-07 15:07:12+00:00,2026-03-07 15:00:00+00:00
344455,IBS1699,1772896026,1772898746,LEMD,LEIB,2026-03-07 15:07:06+00:00,2026-03-07 15:00:00+00:00
744829,RJA110,1772895953,1772909606,LEMD,,2026-03-07 15:05:53+00:00,2026-03-07 15:00:00+00:00
34448d,IBS15YQ,1772895936,1772903769,LEMD,,2026-03-07 15:05:36+00:00,2026-03-07 15:00:00+00:00
3474da,IBS16HD,1772895861,1772899288,LEMD,LEPA,2026-03-07 15:04:21+00:00,2026-03-07 15:00:00+00:00
34260e,IBE05GV,1772895856,1772898659,LEMD,LPPR,2026-03-07 15:04:16+00:00,2026-03-07 15:00:00+00:00
34444b,IBE05TH,1772895775,1772901357,LEMD,LFPG,2026-03-07 15:02:55+00:00,2026-03-07 15:00:00+00:00
345353,AEA051,1772895730,1772927382,LEMD,,2026-03-07 15:02:10+00:00,2026-03-07 15:00:00+00:00
345299,AEA198,1772895619,1772969339,LEMD,LEMD,2026-03-07 15:00:19+00:00,2026-03-07 15:00:00+00:00
347348,AEA73CB,1772895588,1772898889,LEMD,LEBL,2026-03-07 14:59:48+00:00,2026-03-07 14:00:00+00:00
3453d3,ANE70XF,1772895525,1772900689,LEMD,LFML,2026-03-07 14:58:45+00:00,2026-03-07 14:00:00+00:00
344218,ANE14QH,1772895514,1772898579,LEMD,LEMG,2026-03-07 14:58:34+00:00,2026-03-07 14:00:00+00:00
710415,SVA220,1772895398,1772905399,LEMD,,2026-03-07 14:56:38+00:00,2026-03-07 14:00:00+00:00
34608f,IBE05BZ,1772895346,1772899296,LEMD,LPPT,2026-03-07 14:55:46+00:00,2026-03-07 14:00:00+00:00
3462c9,AEA097,1772895165,1772927966,LEMD,KMIA,2026-03-07 14:52:45+00:00,2026-03-07 14:00:00+00:00
